dim 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
dim 1
500 1610 0.000000
500 1611 0.000003
500 1613 0.018408
500 1614 0.003146
500 1628 0.000746
500 1629 0.000005
500 1630 0.000051
500 1642 0.002819
500 1645 0.000615
500 1656 0.000026
500 1664 0.000013
500 1719 0.002143
500 1752 0.000683
500 1773 0.000031
500 1780 0.000006
500 1782 0.000004
500 1783 0.003344
500 1786 0.000002
500 1799 0.002741
500 1803 0.002778
500 1806 0.000924
500 1811 0.000003
500 1816 0.000052
500 1818 0.006554
500 1820 0.006597
500 1822 0.002634
500 1831 0.002921
500 1836 0.001044
500 1837 0.014335
500 1847 0.003736
501 620 0.033333
501 775 0.966667
502 29 0.000056
502 75 0.000219
502 114 0.310093
502 256 0.000240
502 296 0.000017
502 317 0.106453
502 526 0.048298
502 619 0.000233
502 709 0.000390
502 727 0.000261
502 760 0.000240
502 982 0.072283
502 1011 0.000021
502 1016 0.358164
502 1185 0.000233
502 1391 0.036516
502 1406 0.000017
502 1485 0.000021
502 1504 0.000498
502 1613 0.065687
502 1628 0.000059
503 114 0.111760
503 391 0.125160
503 500 0.000352
503 709 0.081517
503 711 0.083704
503 766 0.126788
503 877 0.011215
503 1016 0.458564
503 1200 0.000282
503 1433 0.000010
503 1437 0.000644
503 1573 0.000003
504 164 0.057971
504 215 0.043478
504 317 0.043478
504 500 0.014493
504 526 0.144928
504 685 0.014493
504 709 0.014493
504 877 0.101449
504 899 0.028986
504 1231 0.072464
504 1390 0.086957
504 1573 0.376812
505 12 0.000009
505 13 0.000225
505 31 0.000051
505 51 0.005243
505 65 0.000232
505 71 0.007520
505 88 0.464508
505 91 0.000005
505 94 0.000032
505 104 0.003653
505 113 0.000005
505 152 0.000083
505 156 0.000460
505 227 0.026587
505 231 0.003401
505 236 0.002642
505 273 0.000037
505 294 0.000025
505 302 0.001144
505 309 0.000028
505 365 0.000581
505 374 0.000005
505 384 0.000097
505 389 0.015921
505 447 0.001664
505 482 0.000025
505 483 0.000172
505 484 0.000032
505 509 0.000060
505 543 0.003982
505 553 0.000331
505 562 0.000005
505 564 0.015146
505 567 0.018749
505 573 0.000719
505 596 0.000005
505 647 0.000021
505 654 0.000002
505 663 0.000090
505 676 0.000002
505 679 0.000039
505 689 0.005712
505 696 0.002226
505 743 0.000570
505 775 0.006222
505 787 0.001762
505 788 0.000659
505 806 0.000067
505 813 0.002139
505 814 0.000007
505 818 0.000037
505 829 0.000147
505 844 0.000126
505 847 0.001882
505 855 0.000011
505 865 0.002098
505 877 0.002075
505 919 0.000028
505 923 0.000138
505 977 0.000138
505 1009 0.000161
505 1034 0.000048
505 1040 0.000262
505 1057 0.000018
505 1068 0.053196
505 1117 0.001689
505 1121 0.000055
505 1132 0.000016
505 1139 0.004692
505 1144 0.000159
505 1145 0.002495
505 1165 0.000041
505 1186 0.000182
505 1206 0.000023
505 1207 0.000014
505 1217 0.004579
505 1228 0.000129
505 1254 0.000087
505 1265 0.000064
505 1284 0.000616
505 1346 0.003545
505 1370 0.000462
505 1383 0.000005
505 1416 0.010937
505 1433 0.290667
505 1446 0.000057
505 1447 0.000002
505 1451 0.000060
505 1455 0.001480
505 1470 0.007592
505 1481 0.000002
505 1514 0.000007
505 1528 0.000021
505 1536 0.001799
505 1537 0.000005
505 1557 0.006698
505 1574 0.000005
505 1590 0.000347
505 1595 0.000005
505 1659 0.000191
505 1660 0.000142
505 1665 0.000372
505 1677 0.000037
505 1683 0.000051
505 1684 0.004356
505 1721 0.001958
505 1722 0.000099
505 1729 0.000034
505 1742 0.000011
505 1771 0.000393
505 1774 0.000021
505 1791 0.000030
505 1809 0.000271
505 1830 0.000234
506 117 0.000014
506 133 0.074333
506 134 0.000016
506 179 0.000942
506 206 0.000104
506 211 0.000011
506 239 0.000005
506 240 0.000047
506 246 0.000323
506 251 0.000611
506 300 0.000049
506 311 0.000025
506 317 0.000066
506 334 0.000099
506 383 0.000038
506 389 0.166301
506 391 0.000512
506 406 0.000025
506 432 0.000167
506 435 0.000142
506 485 0.000641
506 500 0.000008
506 510 0.000008
506 585 0.000756
506 588 0.000005
506 610 0.000008
506 613 0.000110
506 631 0.000030
506 694 0.000296
506 697 0.000449
506 711 0.000493
506 719 0.003831
506 731 0.000403
506 875 0.052869
506 877 0.035082
506 926 0.000008
506 944 0.000019
506 966 0.000005
506 978 0.000898
506 989 0.000077
506 994 0.000090
506 1022 0.000394
506 1029 0.000266
506 1066 0.000131
506 1068 0.373203
506 1091 0.000416
506 1176 0.000197
506 1185 0.000090
506 1200 0.168751
506 1252 0.000068
506 1255 0.000370
506 1256 0.000285
506 1264 0.000353
506 1372 0.000331
506 1435 0.039904
506 1438 0.000293
506 1456 0.000142
506 1470 0.072948
506 1517 0.000857
506 1524 0.000005
506 1628 0.000378
506 1630 0.000370
506 1795 0.000312
506 1799 0.000019
507 32 0.000004
507 123 0.000330
507 176 0.000100
507 179 0.000026
507 211 0.000709
507 240 0.000028
507 251 0.000021
507 310 0.000011
507 311 0.000093
507 317 0.000709
507 322 0.000219
507 334 0.000083
507 356 0.000263
507 389 0.088389
507 391 0.138606
507 432 0.000462
507 478 0.000228
507 485 0.000383
507 510 0.000005
507 579 0.033319
507 585 0.000291
507 648 0.000002
507 691 0.000074
507 711 0.001066
507 716 0.000197
507 719 0.001496
507 875 0.130607
507 877 0.195223
507 907 0.000225
507 918 0.000009
507 956 0.000211
507 978 0.000004
507 994 0.000244
507 997 0.000137
507 998 0.000004
507 1033 0.000214
507 1185 0.000191
507 1200 0.000004
507 1231 0.000139
507 1240 0.034910
507 1255 0.157611
507 1297 0.000207
507 1304 0.000004
507 1352 0.000011
507 1403 0.000019
507 1405 0.000409
507 1408 0.000035
507 1426 0.000132
507 1433 0.062798
507 1437 0.076796
507 1470 0.071973
507 1482 0.000004
507 1613 0.000002
507 1618 0.000005
507 1630 0.000495
507 1843 0.000265
508 41 0.001638
508 52 0.001592
508 60 0.000189
508 114 0.463641
508 127 0.000031
508 169 0.000062
508 206 0.000039
508 258 0.000004
508 296 0.000012
508 317 0.469849
508 345 0.000290
508 356 0.000031
508 375 0.000093
508 381 0.000166
508 383 0.000127
508 391 0.052712
508 396 0.000066
508 435 0.000143
508 605 0.000015
508 612 0.000471
508 691 0.000170
508 709 0.000008
508 727 0.005068
508 759 0.000247
508 918 0.000116
508 978 0.000170
508 988 0.000042
508 1027 0.000012
508 1043 0.000012
508 1185 0.000023
508 1201 0.000077
508 1227 0.000313
508 1264 0.000046
508 1277 0.000019
508 1353 0.000004
508 1405 0.000734
508 1406 0.000004
508 1426 0.000035
508 1517 0.000070
508 1596 0.000008
508 1664 0.001124
508 1700 0.000402
508 1752 0.000127
509 12 0.003552
509 51 0.001776
509 104 0.008881
509 156 0.177620
509 236 0.028419
509 505 0.017762
509 564 0.104796
509 567 0.156306
509 684 0.019538
509 689 0.040853
509 696 0.001776
509 844 0.008881
509 1132 0.015986
509 1145 0.001776
509 1207 0.015986
509 1228 0.060391
509 1372 0.138544
509 1536 0.140320
509 1622 0.003552
509 1659 0.003552
509 1684 0.039076
509 1721 0.010657
510 114 0.007209
510 145 0.000451
510 176 0.000217
510 206 0.000109
510 240 0.000280
510 317 0.000097
510 389 0.136887
510 485 0.001331
510 526 0.000086
510 548 0.000006
510 719 0.000668
510 760 0.000091
510 875 0.080788
510 903 0.000006
510 1067 0.000543
510 1068 0.172154
510 1162 0.000451
510 1189 0.000189
510 1200 0.038180
510 1353 0.000074
510 1372 0.000011
510 1418 0.000040
510 1426 0.000154
510 1433 0.233143
510 1437 0.000200
510 1456 0.000263
510 1470 0.325110
510 1480 0.000508
510 1482 0.000228
510 1630 0.000451
510 1645 0.000063
510 1820 0.000011
512 114 0.083762
512 215 0.073514
512 317 0.042560
512 435 0.024641
512 500 0.118826
512 709 0.066335
512 766 0.285627
512 877 0.038359
512 982 0.000858
512 1016 0.070892
512 1072 0.000045
512 1200 0.110034
512 1252 0.083585
512 1264 0.000288
512 1403 0.000035
512 1433 0.000440
512 1437 0.000200
513 114 0.010008
513 1016 0.037924
513 1462 0.952068
516 1226 1.000000
517 731 1.000000
518 1285 1.000000
519 685 0.111111
519 1077 0.888889
520 1382 1.000000
521 685 1.000000
522 493 1.000000
524 154 0.001452
524 311 0.960784
524 437 0.037037
524 769 0.000726
525 424 0.000210
525 875 0.001893
525 877 0.115490
525 1067 0.001860
525 1255 0.876244
525 1259 0.001488
525 1292 0.002443
525 1470 0.000243
525 1822 0.000129
526 29 0.000712
526 32 0.000088
526 36 0.000000
526 41 0.013473
526 60 0.000000
526 75 0.003883
526 86 0.000025
526 107 0.000059
526 114 0.104762
526 119 0.000477
526 123 0.005557
526 129 0.001294
526 139 0.001782
526 142 0.000012
526 145 0.004574
526 149 0.000010
526 161 0.000111
526 169 0.000713
526 177 0.000304
526 181 0.000000
526 206 0.007206
526 209 0.010832
526 211 0.000080
526 215 0.027277
526 218 0.003416
526 237 0.000104
526 238 0.000044
526 239 0.006489
526 245 0.000025
526 246 0.027122
526 258 0.000385
526 296 0.000001
526 300 0.000085
526 311 0.006525
526 313 0.000013
526 315 0.001440
526 317 0.033767
526 321 0.003459
526 334 0.000024
526 349 0.003100
526 351 0.000001
526 353 0.007299
526 356 0.008131
526 373 0.000002
526 379 0.001432
526 381 0.000007
526 383 0.024414
526 389 0.012365
526 391 0.023216
526 396 0.000014
526 432 0.000012
526 435 0.033554
526 452 0.000319
526 462 0.000051
526 474 0.000597
526 476 0.000106
526 478 0.000048
526 500 0.044528
526 502 0.001216
526 504 0.000000
526 534 0.000384
526 539 0.003466
526 543 0.001086
526 545 0.000006
526 585 0.000003
526 591 0.000631
526 593 0.000259
526 609 0.000229
526 610 0.000013
526 612 0.000018
526 613 0.001216
526 619 0.001975
526 625 0.002493
526 627 0.000006
526 683 0.006960
526 685 0.008423
526 693 0.001267
526 700 0.000000
526 709 0.009327
526 711 0.024529
526 731 0.003167
526 749 0.009788
526 750 0.000005
526 759 0.000002
526 760 0.009815
526 766 0.043700
526 812 0.011780
526 875 0.013918
526 877 0.016317
526 879 0.000012
526 899 0.000861
526 901 0.000023
526 902 0.071649
526 903 0.004277
526 910 0.000000
526 914 0.001284
526 918 0.000063
526 944 0.000000
526 964 0.000000
526 966 0.000004
526 970 0.006091
526 978 0.003435
526 982 0.021608
526 984 0.003578
526 988 0.000624
526 989 0.015888
526 994 0.004849
526 998 0.000005
526 1001 0.001218
526 1004 0.000012
526 1007 0.000691
526 1008 0.000005
526 1011 0.000683
526 1016 0.000004
526 1022 0.003209
526 1033 0.000024
526 1054 0.000013
526 1068 0.006140
526 1072 0.005089
526 1080 0.000000
526 1082 0.000001
526 1101 0.002904
526 1104 0.000000
526 1109 0.018883
526 1111 0.000075
526 1162 0.000092
526 1176 0.000006
526 1185 0.000205
526 1189 0.000043
526 1200 0.021192
526 1201 0.000663
526 1211 0.000002
526 1227 0.008227
526 1230 0.002347
526 1231 0.000002
526 1240 0.000042
526 1242 0.000062
526 1248 0.000000
526 1252 0.030132
526 1255 0.008949
526 1258 0.000016
526 1264 0.006593
526 1281 0.004150
526 1312 0.001546
526 1316 0.001232
526 1320 0.006644
526 1328 0.000016
526 1353 0.006045
526 1359 0.002540
526 1372 0.000028
526 1374 0.000012
526 1376 0.000105
526 1391 0.000007
526 1403 0.000413
526 1404 0.001806
526 1405 0.000099
526 1406 0.000104
526 1426 0.000047
526 1430 0.009056
526 1433 0.000166
526 1435 0.000037
526 1437 0.009769
526 1456 0.000024
526 1460 0.005586
526 1462 0.022943
526 1463 0.000004
526 1470 0.001413
526 1480 0.000211
526 1483 0.000000
526 1485 0.000146
526 1515 0.001912
526 1517 0.004029
526 1522 0.003646
526 1540 0.004150
526 1543 0.000553
526 1562 0.000041
526 1566 0.000371
526 1596 0.001398
526 1613 0.022767
526 1628 0.000000
526 1630 0.000019
526 1645 0.001652
526 1664 0.000062
526 1783 0.000160
526 1799 0.001091
526 1803 0.000984
526 1806 0.000007
526 1820 0.015911
526 1822 0.000004
526 1831 0.000004
526 1837 0.017587
526 1848 0.000401
527 114 0.347696
527 206 0.000109
527 246 0.000012
527 290 0.000012
527 317 0.651761
527 345 0.000338
527 609 0.000072
528 164 1.000000
529 152 0.400000
529 977 0.600000
530 278 0.000456
530 389 0.721390
530 721 0.019238
530 875 0.114972
530 1189 0.057410
530 1245 0.002433
530 1255 0.064634
530 1292 0.019390
530 1495 0.000076
531 637 1.000000
532 133 0.097218
532 381 0.003673
532 389 0.007683
532 595 0.004066
532 719 0.031827
532 875 0.834305
532 956 0.003533
532 1067 0.003449
532 1324 0.003365
532 1372 0.003758
532 1403 0.003589
532 1470 0.003533
533 775 1.000000
534 75 0.000024
534 114 0.439456
534 117 0.000105
534 127 0.000020
534 206 0.000175
534 234 0.000006
534 237 0.000024
534 239 0.000018
534 240 0.000010
534 256 0.000006
534 296 0.000020
534 300 0.000014
534 311 0.051410
534 317 0.000086
534 321 0.000002
534 375 0.000022
534 432 0.000032
534 435 0.152148
534 476 0.000010
534 489 0.000004
534 502 0.000070
534 526 0.006899
534 613 0.000131
534 619 0.000062
534 691 0.000191
534 709 0.000299
534 719 0.001254
534 759 0.000054
534 940 0.000002
534 978 0.000062
534 982 0.078971
534 988 0.000052
534 1022 0.062373
534 1043 0.000008
534 1053 0.000008
534 1066 0.000060
534 1068 0.039957
534 1072 0.000030
534 1176 0.000014
534 1185 0.000010
534 1200 0.082711
534 1252 0.000034
534 1256 0.000004
534 1264 0.000096
534 1277 0.000052
534 1320 0.000002
534 1353 0.000078
534 1359 0.000004
534 1374 0.000068
534 1391 0.038980
534 1406 0.000010
534 1426 0.000004
534 1613 0.043848
534 1628 0.000002
534 1837 0.000004
535 709 0.059254
535 983 0.003170
535 1068 0.937576
536 39 0.069188
536 123 0.029745
536 181 0.012609
536 313 0.072745
536 379 0.012609
536 389 0.060782
536 478 0.040091
536 485 0.231167
536 500 0.021662
536 766 0.111542
536 875 0.022955
536 879 0.033624
536 939 0.011639
536 978 0.023602
536 1066 0.013256
536 1176 0.021339
536 1252 0.022632
536 1255 0.020692
536 1257 0.042354
536 1541 0.041060
536 1645 0.015842
536 1682 0.055609
536 1785 0.013256
537 685 0.125000
537 944 0.062500
537 1134 0.250000
537 1153 0.500000
537 1610 0.062500
538 114 1.000000
539 114 0.083031
539 169 0.000095
539 206 0.000008
539 215 0.000673
539 317 0.125658
539 321 0.000364
539 500 0.001116
539 526 0.314988
539 766 0.047036
539 902 0.000491
539 918 0.000008
539 1016 0.423629
539 1231 0.002620
539 1426 0.000016
539 1567 0.000269
540 591 0.333333
540 1573 0.388889
540 1837 0.277778
541 1830 1.000000
542 440 1.000000
543 88 0.003232
543 114 0.047454
543 136 0.000000
543 164 0.000002
543 215 0.040866
543 311 0.000986
543 317 0.027052
543 389 0.033597
543 391 0.048309
543 435 0.042181
543 500 0.065312
543 505 0.000455
543 526 0.003678
543 685 0.000001
543 709 0.105132
543 711 0.054814
543 766 0.107609
543 875 0.008469
543 877 0.053101
543 982 0.027173
543 1016 0.033346
543 1068 0.000293
543 1200 0.124568
543 1252 0.059007
543 1255 0.001677
543 1264 0.000251
543 1353 0.000079
543 1403 0.001074
543 1433 0.022593
543 1437 0.087688
543 1525 0.000002
543 1573 0.000001
544 156 0.500933
544 196 0.080743
544 366 0.000162
544 802 0.046093
544 921 0.342774
544 1148 0.000487
544 1216 0.027104
544 1329 0.000730
544 1741 0.000243
544 1824 0.000243
544 1834 0.000487
545 38 0.004047
545 114 0.059353
545 206 0.022482
545 215 0.040917
545 240 0.002698
545 321 0.038219
545 328 0.001349
545 389 0.020683
545 435 0.018435
545 526 0.056655
545 709 0.080486
545 989 0.012590
545 1016 0.023381
545 1200 0.022932
545 1231 0.002698
545 1252 0.057554
545 1255 0.018885
545 1264 0.150180
545 1353 0.098921
545 1359 0.020683
545 1408 0.001799
545 1474 0.000899
545 1596 0.036871
545 1613 0.048112
545 1782 0.017986
545 1799 0.053058
545 1803 0.013939
545 1820 0.022032
545 1822 0.019335
545 1826 0.015288
545 1837 0.017536
548 29 0.000006
548 75 0.000006
548 114 0.007974
548 117 0.000048
548 123 0.000003
548 133 0.075762
548 145 0.000003
548 179 0.000014
548 204 0.000309
548 206 0.000025
548 211 0.000225
548 300 0.000022
548 311 0.000042
548 321 0.000267
548 356 0.000104
548 361 0.000008
548 389 0.188106
548 391 0.030722
548 403 0.000025
548 435 0.035037
548 500 0.000326
548 506 0.000107
548 507 0.000008
548 560 0.000028
548 588 0.000008
548 610 0.000022
548 612 0.000222
548 613 0.000394
548 622 0.000014
548 694 0.000388
548 709 0.003174
548 711 0.000037
548 719 0.001217
548 725 0.000425
548 731 0.000472
548 875 0.086713
548 877 0.041102
548 940 0.000006
548 972 0.000028
548 994 0.000172
548 1022 0.000188
548 1029 0.000323
548 1066 0.000267
548 1068 0.281609
548 1091 0.000413
548 1176 0.000222
548 1185 0.000166
548 1200 0.204384
548 1255 0.002126
548 1339 0.000003
548 1359 0.000014
548 1403 0.000045
548 1405 0.000079
548 1411 0.000124
548 1417 0.000006
548 1426 0.000022
548 1435 0.035310
548 1456 0.000500
548 1470 0.000045
548 1517 0.000003
548 1611 0.000037
548 1613 0.000008
548 1628 0.000020
548 1630 0.000008
548 1631 0.000138
548 1795 0.000329
548 1820 0.000028
548 1837 0.000011
549 311 0.000168
549 321 0.000024
549 390 0.000072
549 391 0.615367
549 994 0.384344
549 1485 0.000024
551 206 0.193724
551 240 0.002729
551 396 0.186903
551 874 0.207367
551 903 0.407913
551 1630 0.001364
552 685 0.300000
552 877 0.400000
552 1837 0.300000
553 88 0.014647
553 505 0.005179
553 628 0.887384
553 674 0.092790
555 240 1.000000
556 1480 1.000000
557 91 0.433333
557 152 0.233333
557 818 0.033333
557 1121 0.033333
557 1601 0.266667
558 283 0.200000
558 912 0.200000
558 1724 0.600000
559 227 0.785714
559 505 0.214286
560 41 0.001063
560 114 0.115775
560 145 0.000062
560 163 0.000286
560 164 0.000022
560 169 0.000073
560 182 0.000139
560 206 0.000183
560 237 0.000011
560 239 0.000062
560 256 0.000055
560 290 0.000491
560 311 0.000004
560 356 0.092302
560 379 0.000158
560 391 0.108437
560 435 0.231063
560 476 0.000048
560 489 0.000015
560 548 0.000062
560 549 0.000007
560 609 0.001664
560 618 0.000180
560 635 0.000165
560 691 0.000128
560 709 0.000781
560 716 0.000466
560 719 0.001235
560 759 0.000169
560 899 0.000018
560 918 0.000143
560 988 0.000007
560 994 0.000271
560 1004 0.000044
560 1022 0.000022
560 1043 0.000070
560 1053 0.000015
560 1068 0.013030
560 1072 0.000535
560 1101 0.018888
560 1109 0.000619
560 1200 0.267434
560 1258 0.074803
560 1264 0.000070
560 1269 0.000004
560 1328 0.000114
560 1353 0.000092
560 1359 0.000348
560 1372 0.000414
560 1374 0.000040
560 1376 0.000139
560 1406 0.000062
560 1411 0.000414
560 1435 0.065398
560 1549 0.000040
560 1596 0.000015
560 1628 0.000004
560 1631 0.000007
560 1645 0.000084
560 1664 0.001550
560 1700 0.000084
560 1752 0.000007
560 1803 0.000004
560 1837 0.000103
561 1302 1.000000
562 505 0.285714
562 977 0.714286
563 607 0.064516
563 1109 0.193548
563 1780 0.064516
563 1834 0.129032
563 1837 0.548387
564 104 0.031575
564 236 0.000626
564 294 0.000251
564 302 0.033079
564 447 0.000251
564 505 0.838366
564 509 0.009147
564 743 0.003508
564 788 0.007768
564 1040 0.002130
564 1228 0.002506
564 1370 0.000376
564 1536 0.005388
564 1684 0.052249
564 1720 0.000251
564 1721 0.010901
564 1798 0.001629
565 63 0.031429
565 169 0.040952
565 206 0.068571
565 234 0.199048
565 256 0.118095
565 345 0.040000
565 605 0.036190
565 623 0.037143
565 899 0.080952
565 1426 0.039048
565 1567 0.130476
565 1629 0.118095
565 1645 0.060000
566 1573 1.000000
567 31 0.000727
567 88 0.029417
567 91 0.001374
567 94 0.001535
567 152 0.002829
567 185 0.001778
567 384 0.000323
567 427 0.000889
567 482 0.001535
567 484 0.001535
567 505 0.614353
567 509 0.006546
567 550 0.000485
567 600 0.000323
567 647 0.000566
567 684 0.001131
567 689 0.040731
567 696 0.000647
567 712 0.000081
567 787 0.075238
567 806 0.000566
567 814 0.000081
567 844 0.002182
567 865 0.022062
567 1040 0.002344
567 1145 0.139971
567 1165 0.000647
567 1186 0.007112
567 1207 0.000808
567 1217 0.010587
567 1228 0.001293
