dim 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
dim 1
18 5 0.995215
18 19 0.004785
19 18 0.000877
19 5 0.953541
19 426 0.000351
19 1264 0.021213
19 1265 0.024018
20 21 0.400000
20 22 0.550000
20 23 0.050000
21 20 0.000224
21 28 0.000174
21 388 0.095418
21 326 0.003612
21 32 0.531902
21 389 0.054735
21 390 0.007374
21 22 0.182167
21 879 0.000075
21 329 0.000025
21 507 0.000050
21 391 0.039463
21 514 0.001420
21 14 0.003762
21 516 0.000025
21 392 0.008570
21 393 0.037819
21 43 0.033035
21 455 0.000125
21 535 0.000025
22 20 0.000009
22 24 0.000225
22 115 0.000051
22 325 0.005243
22 388 0.000232
22 326 0.007520
22 32 0.464508
22 17 0.000005
22 488 0.000032
22 566 0.003653
22 389 0.000005
22 397 0.000083
22 315 0.000460
22 21 0.026587
22 390 0.003401
22 327 0.002642
22 567 0.000037
22 964 0.000025
22 568 0.001144
22 971 0.000028
22 328 0.000581
22 1019 0.000005
22 1028 0.000097
22 147 0.015921
22 495 0.001664
22 399 0.000025
22 293 0.000172
22 1105 0.000032
22 23 0.000060
22 497 0.003982
22 498 0.000331
22 1130 0.000005
22 569 0.015146
22 329 0.018749
22 499 0.000719
22 500 0.000005
22 550 0.000021
22 1131 0.000002
22 1132 0.000090
22 1133 0.000002
22 5 0.000039
22 330 0.005712
22 331 0.002226
22 294 0.000570
22 366 0.006222
22 332 0.001762
22 1134 0.000659
22 501 0.000067
22 502 0.002139
22 827 0.000007
22 402 0.000037
22 1135 0.000147
22 27 0.000126
22 504 0.001882
22 1069 0.000011
22 1106 0.002098
22 165 0.002075
22 1136 0.000028
22 1137 0.000138
22 508 0.000138
22 1138 0.000161
22 1139 0.000048
22 333 0.000262
22 921 0.000018
22 174 0.053196
22 510 0.001689
22 511 0.000055
22 439 0.000016
22 374 0.004692
22 391 0.000159
22 334 0.002495
22 119 0.000041
22 514 0.000182
22 1140 0.000023
22 120 0.000014
22 14 0.004579
22 516 0.000129
22 392 0.000087
22 393 0.000064
22 519 0.000616
22 335 0.003545
22 454 0.000462
22 524 0.000005
22 43 0.010937
22 195 0.290667
22 122 0.000057
22 828 0.000002
22 525 0.000060
22 368 0.001480
22 113 0.007592
22 703 0.000002
22 529 0.000007
22 530 0.000021
22 336 0.001799
22 1091 0.000005
22 337 0.006698
22 532 0.000005
22 972 0.000347
22 1141 0.000005
22 455 0.000191
22 535 0.000142
22 1142 0.000372
22 414 0.000037
22 450 0.000051
22 570 0.004356
22 456 0.001958
22 457 0.000099
22 15 0.000034
22 123 0.000011
22 1143 0.000393
22 541 0.000021
22 1144 0.000030
22 542 0.000271
22 544 0.000234
23 20 0.003552
23 325 0.001776
23 566 0.008881
23 315 0.177620
23 327 0.028419
23 22 0.017762
23 569 0.104796
23 329 0.156306
23 551 0.019538
23 330 0.040853
23 331 0.001776
23 27 0.008881
23 439 0.015986
23 334 0.001776
23 120 0.015986
23 516 0.060391
23 189 0.138544
23 336 0.140320
23 1146 0.003552
23 455 0.003552
23 570 0.039076
23 456 0.010657
24 22 1.000000
25 2 1.000000
26 27 1.000000
27 32 0.389963
27 17 0.001720
27 488 0.000101
27 700 0.043711
27 397 0.219670
27 755 0.000304
27 399 0.087524
27 22 0.005059
27 329 0.002024
27 550 0.000506
27 551 0.008196
27 425 0.000101
27 332 0.000202
27 501 0.000506
27 827 0.000101
27 431 0.000911
27 401 0.005363
27 402 0.000304
27 503 0.034099
27 404 0.000101
27 508 0.002024
27 406 0.014368
27 701 0.068198
27 758 0.000911
27 334 0.000911
27 514 0.001012
27 408 0.000911
27 410 0.059698
27 411 0.012446
27 702 0.007589
27 525 0.000304
27 703 0.001214
27 412 0.010624
27 413 0.000809
27 760 0.000405
27 310 0.006577
27 535 0.005262
27 414 0.002226
27 704 0.003744
27 416 0.000304
28 21 1.000000
29 5 1.000000
30 31 0.935673
30 32 0.015595
30 33 0.015595
30 34 0.003899
30 35 0.023392
30 36 0.001949
30 37 0.003899
31 30 0.013403
31 2 0.003819
31 283 0.000584
31 32 0.656993
31 397 0.000073
31 419 0.002092
31 420 0.001776
31 421 0.005449
31 422 0.000219
31 290 0.051764
31 423 0.000170
31 292 0.001362
31 398 0.000097
31 33 0.029263
31 424 0.000122
31 425 0.004233
31 426 0.006324
31 295 0.016006
31 427 0.011627
31 428 0.011992
31 429 0.000024
31 430 0.000243
31 431 0.000049
31 432 0.005060
31 297 0.000268
31 433 0.000268
31 434 0.001824
31 435 0.000851
31 403 0.000414
31 436 0.008757
31 437 0.000073
31 438 0.000389
31 34 0.000024
31 439 0.000681
31 440 0.000827
31 441 0.000681
31 442 0.001143
31 443 0.000049
31 444 0.000365
31 445 0.000316
31 35 0.015933
31 446 0.008830
31 447 0.000122
31 306 0.016273
31 448 0.102724
31 449 0.000559
31 310 0.000195
31 36 0.003989
31 450 0.000414
31 451 0.000559
31 452 0.003576
31 453 0.000049
31 37 0.007103
32 18 0.000004
32 124 0.000013
32 281 0.000901
32 2 0.029965
32 388 0.000021
32 394 0.000005
32 31 0.012056
32 326 0.000007
32 17 0.003849
32 488 0.000082
32 46 0.009020
32 489 0.000004
32 397 0.025503
32 315 0.000167
32 490 0.000005
32 21 0.007391
32 390 0.000010
32 491 0.000041
32 420 0.002387
32 288 0.006705
32 138 0.000040
32 492 0.000003
32 146 0.000343
32 147 0.019041
32 57 0.010139
32 290 0.011063
32 493 0.000095
32 60 0.005363
32 292 0.010907
32 494 0.000032
32 495 0.000008
32 33 0.000002
32 496 0.000001
32 399 0.000180
32 293 0.035798
32 150 0.005492
32 22 0.097307
32 476 0.000000
32 23 0.000000
32 497 0.004531
32 498 0.000110
32 329 0.000078
32 499 0.000219
32 500 0.000028
32 418 0.016695
32 5 0.011229
32 159 0.023815
32 425 0.000018
32 395 0.000032
32 426 0.001673
32 74 0.000157
32 366 0.031901
32 332 0.000001
32 429 0.000033
32 501 0.000001
32 502 0.000318
32 297 0.000015
32 434 0.000137
32 435 0.000004
32 503 0.000001
32 3 0.000000
32 403 0.000003
32 27 0.001866
32 504 0.005610
32 505 0.000002
32 437 0.000014
32 506 0.000100
32 164 0.000286
32 165 0.009848
32 507 0.000003
32 508 0.001842
32 79 0.000161
32 80 0.000102
32 83 0.000014
32 406 0.000002
32 172 0.000000
32 174 0.059678
32 509 0.000002
32 510 0.000249
32 511 0.000007
32 512 0.000017
32 439 0.000056
32 374 0.000569
32 391 0.000005
32 334 0.000004
32 513 0.004134
32 514 0.013406
32 88 0.042586
32 14 0.011661
32 515 0.000012
32 516 0.000001
32 445 0.000025
32 182 0.039136
32 517 0.000001
32 90 0.006528
32 183 0.018575
32 393 0.000004
32 518 0.000015
32 519 0.000153
32 520 0.001037
32 447 0.000014
32 306 0.000003
32 521 0.000013
32 522 0.000001
32 335 0.000003
32 121 0.003179
32 523 0.000020
32 524 0.000001
32 411 0.000010
32 97 0.000024
32 43 0.013258
32 449 0.001735
32 195 0.297151
32 196 0.008853
32 525 0.000006
32 368 0.005487
32 526 0.000005
32 113 0.032054
32 527 0.000007
32 528 0.001383
32 529 0.000225
32 530 0.000002
32 531 0.000003
32 532 0.000002
32 533 0.000001
32 310 0.000013
32 203 0.000001
32 534 0.016335
32 535 0.002879
32 414 0.000016
32 450 0.006934
32 536 0.000027
32 537 0.000001
32 538 0.000909
32 539 0.001483
32 540 0.000046
32 541 0.000003
32 542 0.000107
32 543 0.000005
32 205 0.005051
32 544 0.000076
32 106 0.000012
33 30 0.003160
33 31 0.893365
33 32 0.001580
33 397 0.002370
33 419 0.001580
33 421 0.002370
33 426 0.015798
33 295 0.001580
33 427 0.001580
33 428 0.000790
33 432 0.007109
33 434 0.010269
33 34 0.007109
33 35 0.018167
33 520 0.023697
33 306 0.009479
34 2 0.602041
34 31 0.081633
34 290 0.040816
34 33 0.030612
34 426 0.112245
34 434 0.030612
34 403 0.010204
34 757 0.081633
34 506 0.010204
35 30 0.001206
35 31 0.798552
35 33 0.024125
35 426 0.002413
35 295 0.010856
35 427 0.004825
35 428 0.022919
35 432 0.004825
35 434 0.002413
35 436 0.006031
35 306 0.109771
35 36 0.012063
36 31 0.909091
36 295 0.005348
36 35 0.058824
36 306 0.021390
36 37 0.005348
37 31 0.878947
37 290 0.089474
37 398 0.015789
37 33 0.010526
37 35 0.005263
38 5 1.000000
39 5 1.000000
40 5 1.000000
41 5 1.000000
42 22 0.857143
42 43 0.142857
43 42 0.000161
43 388 0.000054
43 326 0.000054
43 32 0.796538
43 21 0.061068
43 390 0.023045
43 22 0.079289
43 879 0.000241
43 391 0.032450
43 514 0.000536
43 14 0.004234
43 455 0.000214
43 1521 0.002117
44 45 0.000230
44 46 0.090673
44 47 0.000114
44 48 0.000039
44 49 0.000097
44 50 0.000123
44 51 0.000080
44 52 0.000056
44 53 0.000053
44 54 0.003244
44 55 0.149144
44 56 0.000073
44 57 0.000365
44 58 0.000036
44 59 0.000259
44 60 0.108671
44 61 0.000138
44 62 0.019326
44 63 0.000024
44 64 0.000024
44 65 0.000005
